business_id,business_name,contact_name,phone,website,address,latitude,longitude,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,corroboration_sources,corroboration_count,sunbiz_status,sunbiz_name,sunbiz_filing_number,price_tier_source,lat,lon,pkp_edges_summary,pkp_key_signals,pkp_node_type,pkp_picks_shovels_summary,pkp_primary_actions,pkp_primary_risks,pkp_undercurrents_summary,review_count_source
la_familia,La Familia,,(305) 894-2993,http://www.lafamiliamultiservices.com/,"4800 W Flagler St, Coral Gables, FL 33134",25.7211,-80.2773,33146,University of Miami Area,hospitality,tourism/artwork,$$$,3.6,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7228156,-80.2770588,Local business network,Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
la_fitness,LA Fitness,,(305) 665-7846,https://lafitness.com/Pages/clubhome.aspx?clubid=263&South+Miami-Florida+GYM,5701 Sunset Drive,25.7062,-80.282,33143,Sunset / South Gables,wellness,wellness/fitness_centre,$$,2.7,Google (SerpApi),213,,,0.60,Moderate,Y,Operational,low_rating(2.7),N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7061622,-80.2863291,Local business network,Low rating (2.7) — at-risk,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
laindustriabakerycafe,La Industria Bakery & Cafe,,(786) 803-8333,https://www.laindustriabakery.com/,,25.773,-80.185,33132,Coral Gables,food_beverage,Brunch restaurant,$$,4.7,Google (Outscraper),87,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.777327099999997,-80.18587529999999,Local business network,High rating (4.7) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
lajamotecacoralgables,La Jamoteca Coral Gables,,(305) 399-9095,http://www.lajamoteca.com/,,25.7497,-80.2647,33134,Miracle Mile,retail,Gourmet grocery store,$$,4.9,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.749776299999997,-80.2619263,Miracle Mile retail corridor,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
la_palma,La Palma,,(305) 261-1113,,6091 Southwest 8th Street,25.756,-80.308,33144,Coral Gables,food_beverage,food_beverage/restaurant,$$,4,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7635162,-80.2947843,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
la_pata_gorda,La Pata Gorda,Mr. Josue Sanchez,(786) 741-4961,https://lapatagorda.com,"232 Miracle Mile, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,other,,$$,4.8,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.8) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
laperlaautoreir,La Perla Auto Repair Corp,,(786) 401-7020,,,25.7077,-80.3093,33155,Coral Gables,auto_dealer,Car repair and maintenance service,$$,4.5,Google (Outscraper),110,,,0.9,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7477011,-80.3039369,Local business network,High rating (4.5) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
lapremiereecole,La Premiere Ecole,,,,,25.73,-80.2415,33133,Douglas Road Corridor,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7502778,-80.2358333,Douglas Road transit corridor,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
lapremiererealty,LA PREMIERE Realty,,(305) 927-8103,,,25.7497,-80.2647,33134,Coral Gables,real_estate,Real estate agency,$$,5.0,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.740857499999997,-80.2786951,Local business network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
la_provence,La Provence,,(305) 476-0530,,"2300 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7497,-80.2647,33134,Ponce de Leon Corridor,retail,retail/bakery,$$,4.4,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7511229,-80.25896,Ponce corridor professional cluster,Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
larocamiami,La Roca Miami,,(520) 245-7020,https://www.larocacc.com/miami/,,25.7211,-80.2773,33146,Bird Road Corridor,nonprofit,Christian church,$,4.9,Google (Outscraper),35,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7315145,-80.2601638,Bird Road commercial strip,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
larosagastrobar,La Rosa Gastrobar,,(786) 870-5466,,,25.7497,-80.2647,33134,Miracle Mile,food_beverage,Restaurant,$$,4.9,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7490594,-80.2622985,Miracle Mile retail corridor; Miracle Mile dining cluster,High rating (4.9) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
la_rosa_restaurant,La Rosa Restaurant,Mr. Henry Zamarripa,(305) 215-7947,https://larosagastrobar.com,"382 Miracle Mile, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,food_beverage,,$$,4.9,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.9) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Maintain monitoring cadence,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
latabernagiralda,La Taberna Giralda,,(786) 362-5677,http://www.giralda254.com/,,25.7497,-80.2647,33134,Miracle Mile,food_beverage,Spanish restaurant,$$,4.3,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.750951999999998,-80.260042,Miracle Mile retail corridor; Miracle Mile dining cluster,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
ladintaxfinancialgroupcoralgablesmiamifinancialadvisors,Ladin Tax & Financial Group - Coral Gables & Miami Financial Advisors,,(305) 444-4898,http://www.ladintax.com/,,25.7497,-80.2647,33134,Miracle Mile,financial_services,Financial planner,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7484747,-80.25805559999999,Miracle Mile retail corridor; Alhambra financial cluster,High rating (5.0) — quality leader,infrastructure,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
lag_realty_international_s_a,"LAG REALTY INTERNATIONAL, S. A.",Dr. Jorge Lombardi,(507) 340-6444,https://laglex.com,"4601 Ponce de Leon Blvd Suite 102, Coral Gables, FL 33146",25.742227,-80.266061,,Coral Gables,real_estate,Attorneys  Real Estate,$$,5,Google (SerpApi),74,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,"Westlaw, LexisNexis; court filing systems; professional liability carriers",Maintain monitoring cadence,Standard operational risks,AI disruption in document review; Latin America cross-border demand growing,inferred
lakeside_expo_center,Lakeside Expo Center,,,https://events.miami.edu/lakeside_expo_center_17,1280 Stanford Drive,25.7211,-80.2773,33146,University of Miami Area,other,other_amenity/exhibition_centre,$$,,,,,,0.60,Low,Y,Operational,no_contact_info; low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7182155,-80.2774919,Local business network,Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
lakeside_patio_stage,Lakeside Patio Stage,,(305) 445-1119,http://www.gablestage.org/,"1200 Anastasia Ave #230, Coral Gables, FL 33134",25.7211,-80.2773,33146,University of Miami Area,arts_culture,other_amenity/stage,$$,4.8,Google (SerpApi),76,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7191229,-80.2783939,Local business network,High rating (4.8) — quality leader; Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
lamoursfl,Lamour spa fl,,(305) 992-0630,https://lamourspafl.com/?contact_posted=true#ContactForm-AcDc2d2N4VDc4MUxpc__contact_form_3BFzBK,,25.7497,-80.2647,33134,Ponce de Leon Corridor,wellness,Spa,$$,4.9,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.755814899999997,-80.2582951,Ponce corridor professional cluster,High rating (4.9) — quality leader,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
lannasiancafe,LAN Pan Asian Cafe,,(305) 661-8141,https://www.lanpanasian.com/,"8332 South Dixie Highway, Miami, FL 33143",25.7062,-80.282,33143,Sunset / South Gables,food_beverage,amenity:restaurant,$$,,,,,,0.7,Moderate,N,,,N,osm,,2026-02-19,osm,1,,,,inferred,25.6929534,-80.305301,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,
landrovercoralgables,Land Rover Coral Gables,,(305) 476-4000,https://www.landrovercoralgables.com/,,25.73,-80.2415,33133,Bird Road Corridor,auto_dealer,Land Rover dealer,$$,4.8,Google (Outscraper),372,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7300492,-80.25760749999999,Bird Road commercial strip,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
landmark_at_merrick_park,Landmark at Merrick Park,,(786) 574-4116,https://www.landmarktheatres.com/miami/the-landmark-at-merrick-park/,"358 San Lorenzo Ave, Coral Gables, FL 33146, United States",25.7211,-80.2773,33146,Bird Road Corridor,arts_culture,other_amenity/cinema,$$,4.3,Google (SerpApi),8,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7313883,-80.2609066,Bird Road commercial strip,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
landmarkwinespiritsminorussakeshop,Landmark Wine & Spirits + Minoru's Sake Shop,,(212) 242-2323,http://www.wineon23.com/,,25.742227,-80.266061,10011,Coral Gables,food_beverage,Wine store,$$,4.7,Google (Outscraper),87,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,,,Local business network,High rating (4.7) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
lanes,Lanes,,(305) 667-3101,http://lanessouthmiami.com/,"5700 Sunset Dr, South Miami, FL 33143",25.7062,-80.282,33143,Sunset / South Gables,retail,retail/clothes,$$,4.4,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.704206,-80.285655,Local business network,Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
lansighttechnology,Lansight Technology,,(305) 445-8897,http://www.lansight.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,technology,Computer service,$$,4.9,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.752639799999997,-80.2581721,Ponce corridor professional cluster,High rating (4.9) — quality leader,infrastructure,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",Prospect for CGCC membership,Standard operational risks,AI talent war; South Florida tech migration; VC funding normalization,inferred
large_metal_b,Large Metal B,,(786) 703-3125,http://hqdtechusa.com/,"3202 Coral Wy unit b, Coral Gables, FL 33145",25.7211,-80.2773,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.6,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7205116,-80.2763479,Local business network,High rating (4.6) — quality leader; Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
larkin_community_hospital,Larkin Community Hospital,,(305) 284-7500,https://larkinhealth.com/en/,7031 Southwest 62nd Avenue,25.7062,-80.282,33143,Sunset / South Gables,healthcare,healthcare/hospital,$$$,4.5,Google (SerpApi),52,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7060157,-80.292982,Local business network,High rating (4.5) — quality leader,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
lasamericasdaycarecenter,Las Americas Day Care Center,,,,,25.73,-80.2415,33133,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7638889,-80.2522222,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
lasalledrycleaners,LaSalle Dry Cleaners,,(305) 446-6458,http://www.lasalledrycleaners.com/,,25.7497,-80.2647,33134,Miracle Mile,personal_services,Dry cleaner,$$,3.3,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.750306199999997,-80.2626039,Miracle Mile retail corridor,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
