business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
myfloridamsp,MyFloridaMSP LLC,,(888) 852-2408,,,25.7528912,-80.2550852,33134,Ponce de Leon Corridor,technology,Computer service,$$,4.9,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",AI talent war; South Florida tech migration; VC funding normalization,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
mystic_healing,Mystic Healing,Mr. Danny Daniel,(786) 228-7098,https://mystichealing.com,"57 Miracle Mile #7862287098, Miami, FL 33134",,,,Coral Gables,retail,Gift shop,$$,5,Google (SerpApi),36,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
nailspearlss,Nails & Pearls Spa,,(786) 501-0283,,,25.7537365,-80.258436,33134,Ponce de Leon Corridor,personal_services,Nail salon,$$,4.9,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
nailsbyyc,Nails by Yc,,(786) 869-1842,,,25.753322599999997,-80.2590953,33134,Ponce de Leon Corridor,personal_services,Beauty salon,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
nailsdelrosario,Nails Del Rosario,,(786) 479-5899,,,25.7500608,-80.2606272,33134,Miracle Mile,personal_services,Nail salon,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
nailsartbykarla,Nailsart by Karla,,(561) 690-1132,,,25.753574999999998,-80.259006,33134,Ponce de Leon Corridor,personal_services,Nail salon,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
naked_farmer,Naked Farmer,Ms. Mary Maness,(305) 487-7327,https://eatnakedfarmer.com,"137 Giralda Ave, Coral Gables, FL 33134",25.751520799999998,-80.2576472,33134,Coral Gables,other,,$$,4.9,Google (Outscraper),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,25.7497,-80.2647,inferred
nanceschool,Nance School,,,,,25.7697222,-80.2552778,33133,Coral Gables,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.73,-80.2415,
natalcounseling,Natal Counseling,,(305) 204-8292,,,25.744151,-80.260246,33134,Coral Gables,healthcare,Psychologist,$$,5.0,Google (Outscraper),14.0,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,original
national_headache_institute,National Headache Institute,,(305) 440-5969,https://nationalheadacheinstitute.com/miami,2344 Douglas Road,25.7507149,-80.2547981,33134,Coral Gables,healthcare,healthcare/yes,$$$,4.6,Google (SerpApi),52,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.6) — quality leader,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
nationalshrineofourladyofcharity,National Shrine of Our Lady of Charity,,(305) 854-2404,,,25.7408878,-80.2113859,33133,Coral Gables,nonprofit,Catholic church,$,4.9,Google (Outscraper),4279,,,0.7,Moderate,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader; 4279 reviews — high visibility,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.73,-80.2415,original
national_stem_cell_clinic,National Stem Cell Clinic,,(305) 440-5969,https://www.nationalstemcellclinic.com/miami,2344 Douglas Road,25.750734,-80.2547748,33134,Coral Gables,healthcare,healthcare/hospital,$$$,,,,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,original,25.7497,-80.2647,
naturalpress,Natural Press,,(305) 854-1044,,,25.7507219,-80.2316914,33145,Coral Gables,personal_services,Dry cleaner,$$,4.0,Google (Outscraper),56,,,0.85,High,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.753,-80.235,inferred
navarro_discount_pharmacy,Navarro Discount Pharmacy,,(786) 450-5737,https://www.cvs.com/store-locator/miami-fl-pharmacies/2120-sw-32nd-avenue-miami-fl-33145/storeid=11509?WT.mc_id=LS_GOOGLE_RX_11509,87 Miracle Mile,25.7499888,-80.2565108,33134,Miracle Mile,healthcare,healthcare/pharmacy,$$$,4.5,Google (SerpApi),52,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Miracle Mile retail corridor,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.5) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
ncafinancialservices,NCA FINANCIAL SERVICES,,(786) 672-4424,,,25.7503608,-80.2569431,33134,Miracle Mile,financial_services,Financial planner,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Miracle Mile retail corridor; Alhambra financial cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
neighborhood_tennis,Neighborhood Tennis,,(786) 483-7626,https://ntennismiami.com/,1007 South Greenway Drive,25.7517336,-80.2762723,33134,Coral Gables,wellness,wellness/sports_centre,$$,4.7,Google (SerpApi),213,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (4.7) — quality leader,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
neimanmarcus,Neiman Marcus,,(786) 999-1000,,,25.7319674,-80.2614692,33146,Bird Road Corridor,retail,Clothing store,$$,4.0,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7211,-80.2773,inferred
neoklasikmodernartisanbakery,Neoklasik Modern Artisan Bakery,,(305) 615-9940,,,25.7490307,-80.262034,33134,Miracle Mile,food_beverage,Patisserie,$$,5.0,Google (Outscraper),87,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
nerds_support_inc,"Nerds Support, Inc.",,(305) 551-2009,https://nerdssupport.com/,4155 Southwest 130th Avenue,25.7314386,-80.3005632,33175,Bird Road Corridor,technology,technology/it,$$$,4.9,Google (SerpApi),56,,,0.60,Moderate,Y,Critical,multiple_issues(2),N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Bird Road commercial strip,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",AI talent war; South Florida tech migration; VC funding normalization,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.723,-80.372,inferred
nero_immigration_law,NERO Immigration Law,,(305) 351-1079,http://www.neroimmigration.com/,"2100 Ponce de Leon Blvd STE 1180, Coral Gables, FL 33134",,,,Coral Gables,legal,Business & Family Visas,$$$,4.8,Google (SerpApi),38,High professionalism; immigration expertise,USCIS backlogs affecting client experience,0.80,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,Local business network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,cgcc,1,original,,,original
nero_immigration_law_pl,"NERO Immigration Law, P.L.","Ms. Deirdre D. Nero, Esq.",(305) 351-1079,https://neroimmigration.com,"2100 Ponce de Leon Blvd STE 1180, Coral Gables, FL 33134",,,,Coral Gables,legal,Attorneys  Immigration & Nationality Law,$$,4.8,Google (SerpApi),38,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (4.8) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,original
netsmiamidigitalmarketing,NetsMiami Digital Marketing,,(786) 505-1114,,,25.754280599999998,-80.2590518,33134,Ponce de Leon Corridor,marketing,Marketing agency,$$,4.8,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
new_company_beauty_shop,New Company Beauty Shop,,(305) 662-7572,http://www.newcobeauty.com/,5747 Southwest 40th Street,25.7348973,-80.287388,33155,Bird Road Corridor,retail,retail/beauty,$$,4.9,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.9) — quality leader; Low validation confidence — verify status,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
newdaychiropracticclinic,New Day Chiropractic Clinic,,(786) 899-0214,,,25.749936899999998,-80.2629817,33134,Miracle Mile,healthcare,Chiropractor,$$$,5.0,Google (Outscraper),92.0,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,original
new_edge_associates,New Edge Associates,Mr. Norman Isaza,(786) 447-9323,https://newedgeassociates.com,"2525 Ponce de Leon Blvd Suite 1080, Coral Gables, FL 33134, United States",,,,Coral Gables,accounting,Accounting Department,$$$,,Google (SerpApi),,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment,cgcc,1,original,,,
newlifepresbyteriankindergartendaycare,New Life Presbyterian Kindergarten/Day Care,,,,,25.7156569,-80.2719951,33146,University of Miami,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,UM institutional anchor,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7211,-80.2773,
newsunrisedaycarecenter,New Sunrise Day Care Center,,,,,25.7611111,-80.2547222,33134,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7497,-80.2647,
new_york_life,New York Life,Mr. Roger Paz,(305) 537-8116,https://newyorklife.com/agent/rpaz01,"6505 Waterford District Dr #225, Miami, FL 33126",,,,Coral Gables,other,,$$,3.2,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
nexogy,nexogy,,(866) 639-6491,,,25.753356,-80.258027,33134,Ponce de Leon Corridor,technology,Telecommunications service provider,$$,4.2,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
