business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
miamijewishhealth,Miami Jewish Health,Ms. Alison Grewe,(305) 762-3842,miamijewishhealth.org,,,,,Coral Gables,healthcare,Nonâ€‘Profit Organization â€‘ Healthcare Systems,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
miamiskinvein,Miami Skin & Vein,,(786) 618-5039,https://www.miamiskinandvein.com,6705 Southwest 57th Avenue,25.7060962,-80.2852401,33143,Sunset / South Gables,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
miamispinepostureclinic,Miami Spine & Posture Clinic,,(305) 448-2600,https://www.miamiposture.com/,3850 Bird Rd.,25.7341594,-80.2568944,33146,Bird Road Corridor,healthcare,clinic,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
monsalveintegrativehealth,Monsalve Integrative Health,,(305) 209-4731,https://www.monsalvehealth.com/,6705 Southwest 57th Avenue,25.7061238,-80.2846877,33143,Sunset / South Gables,healthcare,alternative,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
mountsinaiprimaryspecialtycarecoralgables,Mount Sinai Primary & Specialty Care Coral Gables,Mr. Oscar Llorente,(305) 390-0596,msmc.com,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
nationalheadacheinstitute,National Headache Institute,,(305) 440-5969,https://nationalheadacheinstitute.com/miami,2344 Douglas Road,25.7507149,-80.2547981,33134,Coral Gables,healthcare,yes,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
nationalstemcelinic,National Stem Cell Clinic,,(305) 440-5969,https://www.nationalstemcellclinic.com/miami,2344 Douglas Road,25.750734,-80.2547748,33134,Coral Gables,healthcare,hospital,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
navarrodiscountpharmacy,Navarro Discount Pharmacy,,,,,25.7499888,-80.2565108,33134,Miracle Mile,healthcare,pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Miracle Mile,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
nicklauschildrenshospital,Nicklaus Childrenâ€™s Hospital,Ms. Arianna Urquia,(305) 663-8435,nicklauschildrens.org,3100 Southwest 62nd Avenue,25.7412351,-80.2944963,33146,Coral Gables,healthcare,Hospitals/Health Care Systems,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
orlandooptical,Orlando Optical,,,,,25.7648301,-80.287746,33134,Coral Gables,healthcare,optical,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
ncitaspregnancyandultrasound,Pancitas Pregnancy and Ultrasound,,,,,25.7349341,-80.2879513,33146,Bird Road Corridor,healthcare,laboratory,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
rajonanimalclinic,Parajon Animal Clinic,,(305) 856-2885,https://www.facebook.com/Parajon-Animal-Clinic-452648924756303/,2751 Southwest 8th Street,25.7653425,-80.2399491,33133,Douglas Road Corridor,healthcare,veterinary,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Douglas Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
pharmaplusdrugstore,Pharma Plus Drug Store,,(305) 262-3738,,619 Southwest 57th Avenue,25.7646003,-80.2876372,33134,Coral Gables,healthcare,pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
pharmagpharmacy,Pharmag Pharmacy,,,,6622 Southwest 24th Street,25.7477893,-80.3030329,33146,Coral Gables,healthcare,pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
pinkluminousadvocacyproject,Pink Luminous Advocacy Project,Ms. Marylin Dans,(305) 747-8712,luminousadvocacyproject.com,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
plenitudemeds,Plenitude Med Spa,Ms. Mirella Besteiro,(305) 298-9034,plenitudemedspa.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
poweringeliteperformers,"Powering Elite Performers, LLC",Mr. Ken Smith,(305) 801-6876,us.shaklee.com/en_US/kensmith,,,,,Coral Gables,healthcare,Health/Anti Aging,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
premiernad,Premier NAD+,Mr. Patrick Uloth,(786) 340-1538,premieres.com,,,,,Coral Gables,healthcare,Aesthetics/Healthcare,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
premierpediatricdentistry,Premier Pediatric Dentistry,Dr. Ashley Rosenbaum,(786) 296-1891,premierpediatricdentistry.com,,,,,Coral Gables,healthcare,Dentist â€‘ Pediatric,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
primeinstitute,Prime Institute,Dr. Michelle Pearlman,(786) 866-7804,primeinstitute.us,475 Biltmore Way,25.7487585,-80.2642833,33134,Coral Gables,healthcare,Medical/Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
privecarerx,PriveCareRx,Dr. Damita Joy Ferguson,(352) 284-4390,privecarerx.com,,,,,Coral Gables,healthcare,Pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
professionalhealthdiagnostics,Professional Health Diagnostics,,,,6527 Southwest 24th Street,25.74831,-80.302088,33146,Coral Gables,healthcare,yes,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
providencehealthcareservices,Providence Healthcare Services,Ms. Nercy Radcliffe,(305) 220-1088,providencehhs.com,,,,,Coral Gables,healthcare,Home Health Care Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
questdiagnostics,Quest Diagnostics,,,,,25.7349341,-80.2878547,33146,Bird Road Corridor,healthcare,laboratory,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
rainbowpharmacy,Rainbow Pharmacy,Mr. Mazen Karnaby,(305) 749-7000,rainbowpharmacyrx.com,,,,,Coral Gables,healthcare,Pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
redbirdanimalclinic,Red Bird Animal Clinic,,,,5753 Southwest 40th Street,25.7348097,-80.2879352,33146,Bird Road Corridor,healthcare,veterinary,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
revitamaxx,Revitamaxx,Mr. Chris Forry,(305) 308-8850,revitamaxx.com,,,,,Coral Gables,healthcare,Medical/Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
smilessonrisas,Smiles & Sonrisas,"Dr. Jose M. Gurevich, DDS",(305) 665-5525,smilesinmiami.com,,,,,Coral Gables,healthcare,Dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
snapcrackchiropracticvitamininfusion,SnapCrack Chiropractic & Vitamin Infusion,Ms. Vanessa Cereceda,(305) 301-8885,snapcrack.com,,,,,Coral Gables,healthcare,Chiropractic Physicians,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
southgablesdental,South Gables Dental,,(305) 665-1263,https://southgablesdental.com/,4950 South Le Jeune Road,25.724914,-80.2618682,33146,Coral Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
southmiamifamilydental,South Miami Family Dental,,(305) 666-3824,,7741 Southwest 62nd Avenue,25.698887,-80.2929126,33143,Sunset / South Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
stephanbakermdfacs,Stephan Baker MD FACS,,(305) 381-8837,https://www.drbaker.com/,3850 Bird Road,25.7343176,-80.256812,33146,Bird Road Corridor,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
stephanbakermd,"Stephan Baker, MD",Ms. Liliane Leao Aguiar,(305) 381-8837,drbaker.com,,,,,Coral Gables,healthcare,Physicians & Surgeons â€‘ Plastic & Cosmetic Surgery,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thelennarfoundationmedicalcenter,The Lennar Foundation Medical Center,,(305) 689-5555,https://umiamihealth.org/en/locations/the-lennar-foundation-medical-center,5555 Ponce de Leon Boulevard,25.7135229,-80.2800099,33146,Coral Gables,healthcare,clinic,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
trailanimalhospital,Trail Animal Hospital,,(305) 261-0793,https://www.trailanimalhospital.com/,6464 Southwest 8th Street,25.7629393,-80.3011102,33134,Coral Gables,healthcare,veterinary,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
uhealth,UHealth,Ms. Angelica Pardo,(305) 243-3453,uhealthsystem.com,,,,,Coral Gables,healthcare,Hospitals/Health Care Systems,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ushealthadvisors,US Health Advisors,Mr. Thomas Jones,(561) 428-5448,ushealthadvisor.net,,,,,Coral Gables,healthcare,Health Care Business Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ultimatemedicalcenters,"Ultimate Medical Center & Spa, LLC",Ms. Ysmelys Hernandez,(305) 889-9237,ultimatemdcenters.com,,,,,Coral Gables,healthcare,Health Care/Primary Care Medicine,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
unitedwaymiami,United Way Miami,Ms. Stephanie Louis,(305) 646-7000,unitedwaymiami.org,,,,,Coral Gables,healthcare,Non Profit Organizations â€‘ Health,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
vcaanimalhospital,VCA Animal Hospital,,(305) 261-2374,https://vcahospitals.com/cabrera,6390 Southwest 8th Street,25.7629147,-80.2995471,33134,Coral Gables,healthcare,veterinary,,$$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
visionworks,Visionworks,,(305) 443-7276,https://locations.visionworks.com/ll/US/FL/Miami/3301-Coral-Way,3301 Southwest 22nd Street,25.7502456,-80.249025,33134,Coral Gables,healthcare,optical,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
visitingangelsmiami,Visiting Angels Miami,Mr. Anthony Acevedo,(305) 728-3153,visitingangels.com,,,,,Coral Gables,healthcare,Home Health Care Services,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
vitalimagingcenter,Vital Imaging Center,,(305) 596-9992,https://vitalimg.com/contacts-brickell-gables-center-2/,3146 Southwest 22nd Street,25.7497942,-80.2444437,33133,Douglas Road Corridor,healthcare,laboratory,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Douglas Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
vivify,Vivify,,,,,25.7328542,-80.3093144,33143,Bird Road Corridor,healthcare,alternative,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
walgreens,Walgreens,,,,5731 Southwest 40th Street,25.7639803,-80.2638961,33134,Bird Road Corridor,healthcare,pharmacy,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Bird Road Corridor,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
youngskin,Young Skin,"Dr. Latanya Benjamin, MD",(954) 242-4275,youngskinmd.com,,,,,Coral Gables,healthcare,Physicians â€‘ Dermatology,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
zambranoorthodontics,Zambrano Orthodontics,,(305) 394-8112,https://miamidadeorthodontist.com/,550 Biltmore Way,25.7477988,-80.2659642,33134,Coral Gables,healthcare,dentist,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
zuriplasticsurgery,Zuri Plastic Surgery,,(786) 804-1603,https://www.zuriplasticsurgery.com,7540 SW 61st Ave,25.7019527,-80.2948455,33143,Sunset / South Gables,healthcare,doctors,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:healthcare; network:CGCC; geo:Sunset / South Gables,EHR/EMR; billing; telehealth; compliance,Telehealth; reimbursement pressure; staffing shortages,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
achotelmiamidadeland,AC Hotel Miami Dadeland,Ms. Maria Maloney,(305) 668-4490,marriott.com/miacd,,,,,Coral Gables,hospitality,Hotels & Resorts,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:hospitality; network:CGCC,PMS; OTA channels; revenue mgmt; guest experience,STR competition; brand standardization; tourism seasonality,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
commodoreinnthegrove,Commodore Inn the Grove,,,,3162 Commodore Plaza,25.727271,-80.2448392,33133,Douglas Road Corridor,hospitality,hotel,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:hospitality; network:CGCC; geo:Douglas Road Corridor,PMS; OTA channels; revenue mgmt; guest experience,STR competition; brand standardization; tourism seasonality,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
courtyardmarriottmiamicoralgables,Courtyard Marriott Miami Coral Gables,Ms. Aida Martinez,(305) 443-2301,marriott.com/miagb,,,,,Coral Gables,hospitality,Hotels & Resorts,,$$$,,,,,,0.55,Moderate,N,,,platform_node,sector:hospitality; network:CGCC,PMS; OTA channels; revenue mgmt; guest experience,STR competition; brand standardization; tourism seasonality,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
courtyardmiamicoralgables,Courtyard Miami Coral Gables,,(305) 443-2301,https://www.marriott.com/miagb,2051 South Le Jeune Road,25.7538494,-80.2624582,33134,Alhambra Circle,hospitality,hotel,,$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:hospitality; network:CGCC; geo:Alhambra Circle,PMS; OTA channels; revenue mgmt; guest experience,STR competition; brand standardization; tourism seasonality,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
